#TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE
Swap_2,2016-02-05,0.000000,1317065,0,0,0,1317065,1317065,1317065
Swap_2,2016-02-19,0.038251,1319955,6777,1133430,-179749,2331091,1319895,1319895
Swap_2,2016-03-04,0.076503,1347036,25896,1078966,-242174,2858735,1346867,1346867
Swap_2,2016-03-18,0.114754,1361726,45210,1121307,-195208,3138546,1361431,1361431
Swap_2,2016-04-01,0.153005,1402815,80076,1121921,-200818,3326368,1402384,1402384
Swap_2,2016-04-15,0.191257,1459932,139411,1186821,-133700,3843051,1459344,1459344
Swap_2,2016-04-29,0.229508,1536013,202626,1236042,-97345,4338413,1535219,1535219
Swap_2,2016-05-13,0.267760,1558911,216301,1157678,-184933,4530367,1557930,1557930
Swap_2,2016-05-27,0.306011,1590216,249300,1177619,-163298,4711211,1589043,1589043
Swap_2,2016-06-10,0.344262,1577877,247128,1154919,-175829,4511149,1576542,1589043
Swap_2,2016-06-24,0.382514,1578271,247217,1164387,-166667,4812445,1576714,1589043
Swap_2,2016-07-08,0.420765,1620675,283814,1158776,-178085,4912937,1618849,1618849
Swap_2,2016-07-22,0.459016,1647581,304449,1160072,-183060,5587379,1645570,1645570
Swap_2,2016-08-05,0.497268,1657045,316798,1141330,-198917,5436618,1654899,1654899
Swap_2,2016-08-19,0.535519,1691148,350758,1218398,-121993,5147030,1688737,1688737
Swap_2,2016-09-02,0.573770,1762178,415634,1247516,-99028,5520340,1759380,1759380
Swap_2,2016-09-16,0.612022,1529769,508385,1113641,92257,5258307,1527113,1759380
Swap_2,2016-09-30,0.650273,1570737,551004,1085569,65836,5359825,1567828,1759380
Swap_2,2016-10-14,0.688525,1617485,591675,1056933,31124,5606495,1614277,1759380
Swap_2,2016-10-28,0.726776,1638089,605896,971875,-60318,5761822,1634524,1759380
Swap_2,2016-11-14,0.773224,1688262,659960,986145,-42157,5618614,1684219,1759380
Swap_2,2016-11-25,0.803279,1710164,686372,1000977,-22816,5853014,1705883,1759380
Swap_2,2016-12-09,0.841530,1731913,719979,1006137,-5797,5800490,1727338,1759380
Swap_2,2016-12-23,0.879781,1759349,746649,1021938,9238,5923658,1754467,1759380
Swap_2,2017-01-06,0.918070,1792000,774340,1107738,90078,5926884,1786789,1786789
Swap_2,2017-01-20,0.956426,1803853,780622,1184894,161663,6114386,1798387,1798387
Swap_2,2017-02-03,0.994783,1875442,839723,1168716,132997,6573464,1869538,1869538
Swap_2,2017-02-17,1.033139,1855746,835674,1196061,175989,6289579,1849648,1869538
Swap_2,2017-03-03,1.071495,1834239,831922,1167070,164753,6093076,1827921,1869538
Swap_2,2017-03-17,1.109851,1791792,815137,1177885,201231,6249314,1785338,1869538
Swap_2,2017-03-31,1.148207,1774514,805000,1188902,219387,5922327,1767843,1869538
Swap_2,2017-04-18,1.197522,1801720,827991,1219249,245520,6248956,1794580,1869538
Swap_2,2017-04-28,1.224920,1791465,824274,1184907,217716,6586552,1784164,1869538
Swap_2,2017-05-12,1.263276,1813834,846073,1186334,218573,6088388,1806163,1869538
Swap_2,2017-05-26,1.301632,1843568,864060,1192990,213482,6457133,1835530,1869538
Swap_2,2017-06-09,1.339988,1781532,831478,1100004,149950,6085429,1773531,1869538
Swap_2,2017-06-23,1.378344,1779669,845555,1084244,150130,6192275,1771444,1869538
Swap_2,2017-07-07,1.416700,1782492,860815,1037295,115618,6779400,1774020,1869538
Swap_2,2017-07-21,1.455057,1830590,906738,1086669,162818,6578198,1821649,1869538
Swap_2,2017-08-04,1.493413,1847359,922675,1133013,208329,6494867,1838095,1869538
Swap_2,2017-08-18,1.531769,1889737,958056,1150496,218815,6586640,1880007,1880007
