#TradeId,Date,Time,EPE,ENE,AllocatedEPE,AllocatedENE,PFE,BaselEE,BaselEEE
Swap_1,2016-02-05,0.000000,0,1744739,0,0,0,0,0
Swap_1,2016-02-19,0.038251,11907,1745874,-1186605,547361,14803,11907,11907
Swap_1,2016-03-04,0.076503,115335,1854861,-992771,746755,802339,115321,115321
Swap_1,2016-03-18,0.114754,281458,1770597,-756906,732234,1911107,281397,281397
Swap_1,2016-04-01,0.153005,332041,1821267,-614420,874805,2168180,331939,331939
Swap_1,2016-04-15,0.191257,386388,1880689,-676925,817376,2375022,386232,386232
Swap_1,2016-04-29,0.229508,460442,1976020,-484370,1031208,2898775,460204,460204
Swap_1,2016-05-13,0.267760,531548,2072121,-335538,1205034,3210913,531214,531214
Swap_1,2016-05-27,0.306011,609848,2156269,-374601,1171820,3308141,609398,609398
Swap_1,2016-06-10,0.344262,679619,2215765,-213720,1322426,3560786,679045,679045
Swap_1,2016-06-24,0.382514,729723,2272337,-123418,1419196,3893873,729003,729003
Swap_1,2016-07-08,0.420765,838820,2406614,-85318,1482476,4157932,837875,837875
Swap_1,2016-07-22,0.459016,955646,2562551,91346,1698252,4202611,954479,954479
Swap_1,2016-08-05,0.497268,959546,2549108,100256,1689818,4770286,958304,958304
Swap_1,2016-08-19,0.535519,951939,2514594,54998,1617653,5018220,950582,958304
Swap_1,2016-09-02,0.573770,1007275,2573388,171177,1737289,4941094,1005676,1005676
Swap_1,2016-09-16,0.612022,1069108,2377867,204744,1513503,4950314,1067252,1067252
Swap_1,2016-09-30,0.650273,1147135,2463416,279559,1595840,5350842,1145011,1145011
Swap_1,2016-10-14,0.688525,1189565,2503894,414859,1729188,5772358,1187206,1187206
Swap_1,2016-10-28,0.726776,1263203,2560612,587236,1884645,6335351,1260453,1260453
Swap_1,2016-11-14,0.773224,1322815,2613743,606242,1897170,6758550,1319648,1319648
Swap_1,2016-11-25,0.803279,1390104,2661197,561188,1832282,6890526,1386624,1386624
Swap_1,2016-12-09,0.841530,1452436,2714655,562636,1824854,6633410,1448600,1448600
Swap_1,2016-12-23,0.879781,1448046,2709109,592385,1853449,6614718,1444027,1448600
Swap_1,2017-01-06,0.918070,1435392,2694094,564342,1823044,7571086,1431218,1448600
Swap_1,2017-01-20,0.956426,1482201,2764501,475715,1758015,8041786,1477710,1477710
Swap_1,2017-02-03,0.994783,1528715,2780842,583921,1836049,7694399,1523902,1523902
Swap_1,2017-02-17,1.033139,1517980,2766075,659270,1907365,7086868,1512991,1523902
Swap_1,2017-03-03,1.071495,1567930,2828374,709599,1970043,7511020,1562530,1562530
Swap_1,2017-03-17,1.109851,1637475,2669917,697254,1729696,7407403,1631577,1631577
Swap_1,2017-03-31,1.148207,1679128,2709016,781207,1811095,7594251,1672815,1672815
Swap_1,2017-04-18,1.197522,1711214,2754271,672344,1715402,8195172,1704433,1704433
Swap_1,2017-04-28,1.224920,1740592,2797483,843202,1900093,8352041,1733498,1733498
Swap_1,2017-05-12,1.263276,1751708,2783771,796999,1829062,8174644,1744299,1744299
Swap_1,2017-05-26,1.301632,1777695,2827323,826628,1876255,8492752,1769944,1769944
Swap_1,2017-06-09,1.339988,1799510,2827139,952520,1980149,8989836,1791428,1791428
Swap_1,2017-06-23,1.378344,1824997,2821468,978136,1974608,8545203,1816562,1816562
Swap_1,2017-07-07,1.416700,1875347,2873727,1105912,2104292,8381703,1866433,1866433
Swap_1,2017-07-21,1.455057,1882518,2886343,1019735,2023560,8262870,1873324,1873324
Swap_1,2017-08-04,1.493413,1901341,2904909,976181,1979749,7886507,1891807,1891807
Swap_1,2017-08-18,1.531769,1981756,2981883,1093944,2094071,7880493,1971552,1971552
Swap_1,2017-09-01,1.570125,2013880,3032230,1160406,2178756,7821721,2003235,2003235
Swap_1,2017-09-15,1.608481,2053518,2818728,1124055,1889264,7958687,2042383,2042383
Swap_1,2017-09-29,1.646837,2068673,2817029,1075542,1823898,7901708,2057172,2057172
Swap_1,2017-10-13,1.685194,2064383,2818019,1091314,1844949,7794950,2052624,2057172
Swap_1,2017-10-27,1.723550,2088954,2862743,952523,1726311,7890734,2076769,2076769
Swap_1,2017-11-13,1.770125,2102098,2855713,954384,1707999,8888783,2089475,2089475
Swap_1,2017-11-24,1.800262,2092572,2843055,1019381,1769864,9288371,2079737,2089475
Swap_1,2017-12-08,1.838618,2120073,2842423,1125164,1847513,9599580,2106722,2106722
Swap_1,2017-12-22,1.876974,2166774,2927453,1240841,2001521,9387693,2152773,2152773
Swap_1,2018-01-05,1.915330,2272117,3062026,1241270,2031179,10125913,2257063,2257063
Swap_1,2018-01-19,1.953687,2308720,3169091,1388987,2249358,10477597,2293045,2293045
Swap_1,2018-02-02,1.992043,2279303,3116539,1226468,2063705,9518346,2263455,2293045
Swap_1,2018-02-16,2.030399,2271711,3075004,1282919,2086212,9590207,2255591,2293045
Swap_1,2018-03-02,2.068755,2305012,3084537,1194050,1973575,10076486,2288447,2293045
Swap_1,2018-03-16,2.107111,2289805,2830487,1262975,1803657,9906540,2273142,2293045
Swap_1,2018-04-03,2.156426,2370137,2901847,1401396,1933106,10369021,2352613,2352613
Swap_1,2018-04-13,2.183824,2360871,2853331,1344672,1837132,10094252,2343263,2352613
Swap_1,2018-04-27,2.222180,2406380,2897120,1421281,1912022,10442771,2388214,2388214
Swap_1,2018-05-11,2.260536,2424360,2912203,1375131,1862974,10906139,2405839,2405839
Swap_1,2018-05-25,2.298892,2408678,2881049,1296084,1768456,10116143,2390057,2405839
Swap_1,2018-06-08,2.337248,2392708,2857862,1444262,1909416,9919307,2373995,2405839
Swap_1,2018-06-22,2.375604,2418779,2867506,1462954,1911680,9673832,2399643,2405839
Swap_1,2018-07-06,2.413961,2447587,2891798,1460070,1904281,10349165,2428001,2428001
Swap_1,2018-07-20,2.452317,2464210,2920601,1548898,2005290,9962470,2444267,2444267
Swap_1,2018-08-03,2.490673,2494606,2998796,1632260,2136450,10402626,2474191,2474191
Swap_1,2018-08-17,2.529029,2517559,3032520,1653275,2168236,10565319,2496729,2496729
Swap_1,2018-08-31,2.567385,2524121,3039787,1718202,2233868,10656066,2503008,2503008
Swap_1,2018-09-14,2.605741,2453302,2756522,1583576,1886796,10704937,2432559,2503008
Swap_1,2018-09-28,2.644098,2437550,2724845,1586384,1873678,10120201,2416720,2503008
Swap_1,2018-10-12,2.682454,2462646,2759425,1588667,1885446,10273024,2441378,2503008
Swap_1,2018-10-26,2.720810,2478286,2747098,1712961,1981772,10759356,2456659,2503008
Swap_1,2018-11-09,2.759166,2486833,2751793,1693319,1958279,10566088,2464906,2503008
Swap_1,2018-11-23,2.797522,2483748,2758661,1693470,1968383,10940310,2461623,2503008
Swap_1,2018-12-07,2.835878,2494707,2802301,1829732,2137327,10968459,2472258,2503008
Swap_1,2018-12-21,2.874235,2481589,2772187,1798503,2089101,11220544,2459035,2503008
Swap_1,2019-01-04,2.912591,2485664,2767112,1771353,2052802,10936321,2462847,2503008
Swap_1,2019-01-18,2.950947,2465574,2769480,1746660,2050567,11015623,2442718,2503008
Swap_1,2019-02-01,2.989303,2513934,2821631,1827959,2135655,11841924,2490403,2503008
