#NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
CPTY_A,2026-05-29,10.309851,572067.86,399890.49,2039925.64,0.00,598004.23,3712595.54
CPTY_A,2026-06-12,10.348207,657407.85,357902.64,2125205.69,0.00,687592.26,3712595.54
CPTY_A,2026-06-26,10.386563,659541.73,359330.47,2117001.31,0.00,690204.45,3712595.54
CPTY_A,2026-07-10,10.424920,658588.47,359435.07,2085132.94,0.00,689586.87,3712595.54
CPTY_A,2026-07-24,10.463276,658832.52,356385.84,2069104.00,0.00,690222.75,3712595.54
CPTY_A,2026-08-07,10.501632,662737.37,353810.50,2038700.25,0.00,694696.46,3712595.54
CPTY_A,2026-08-21,10.539988,663606.28,349958.23,1995583.04,0.00,695990.80,3712595.54
CPTY_A,2026-09-04,10.578344,658257.21,353259.82,2022808.63,0.00,690761.33,3712595.54
CPTY_A,2026-09-18,10.616700,280795.47,213271.09,921703.94,0.00,294823.35,3712595.54
CPTY_A,2026-10-02,10.655057,280623.90,214683.27,911037.25,0.00,294805.67,3712595.54
CPTY_A,2026-10-16,10.693413,280352.97,215442.40,931580.50,0.00,294683.43,3712595.54
CPTY_A,2026-10-30,10.731769,281108.68,215873.78,910567.81,0.00,295640.67,3712595.54
CPTY_A,2026-11-13,10.770125,281048.80,215130.44,908757.31,0.00,295740.67,3712595.54
CPTY_A,2026-11-27,10.808481,280049.50,215510.97,918427.13,0.00,294851.61,3712595.54
CPTY_A,2026-12-11,10.846837,280410.93,215292.18,918408.88,0.00,295394.92,3712595.54
CPTY_A,2026-12-29,10.896152,280335.13,216586.09,930675.75,0.00,295524.43,3712595.54
CPTY_A,2027-01-08,10.923550,280761.79,216271.17,894318.94,0.00,296090.76,3712595.54
CPTY_A,2027-01-22,10.961906,282276.40,216129.62,929779.56,0.00,297852.20,3712595.54
CPTY_A,2027-02-05,11.000262,281172.14,216582.64,921664.88,0.00,296850.59,3712595.54
CPTY_A,2027-02-19,11.038618,282219.69,215957.74,929778.31,0.00,298120.83,3712595.54
CPTY_A,2027-03-05,11.076974,0.00,0.00,0.00,0.00,0.00,3712595.54
CPTY_A,2027-03-19,11.115330,0.00,0.00,0.00,0.00,0.00,3712595.54
